"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms5",,,,"User:","perlinig-ethz"
"Cmdline:","dstat -c --top-cpu -dn --top-mem --output 3-2dstatmw2_set.csv",,,,"Date:","22 Nov 2017 17:14:33 UTC"

"total cpu usage",,,,,,"most expensive","dsk/total",,"net/total",,"most expensive"
"usr","sys","idl","wai","hiq","siq","cpu process","read","writ","recv","send","memory process"
1.375,2.125,95.875,0.0,0.625,0.0,sshd: perlinig-ethz@notty
 / 1%,0.0,0.0,831685.0,1113667.0,java / 105484288%,
1.748,1.998,95.506,0.0,0.749,0.0,java / 1%,0.0,16384.0,827022.0,1100844.0,java / 105484288%,
1.378,1.880,96.115,0.0,0.627,0.0,java / 1%,0.0,0.0,849840.0,1141916.0,java / 105484288%,
1.500,2.125,95.750,0.0,0.625,0.0,sshd: perlinig-ethz@notty
 / 1%,0.0,0.0,829786.0,1101808.0,java / 109654016%,
1.625,2.0,95.500,0.250,0.625,0.0,java / 1%,0.0,24576.0,813884.0,1089388.0,java / 109654016%,
1.625,2.0,95.750,0.0,0.625,0.0,java / 1%,0.0,0.0,821569.0,1126245.0,java / 108605440%,
1.375,1.875,96.125,0.0,0.625,0.0,java / 1%,0.0,8192.0,802833.0,1093649.0,java / 108605440%,
1.378,1.880,96.241,0.0,0.501,0.0,java / 1%,0.0,0.0,881116.0,1170640.0,java / 108605440%,
1.748,2.247,95.256,0.0,0.749,0.0,java / 1%,0.0,0.0,797284.0,1093015.0,java / 108605440%,
1.252,1.752,96.120,0.250,0.626,0.0,sshd: perlinig-ethz@notty
 / 1%,0.0,24576.0,831624.0,1088499.0,java / 108605440%,
1.623,2.122,95.630,0.0,0.624,0.0,java / 1%,0.0,0.0,838824.0,1115518.0,java / 108605440%,
1.502,2.003,95.870,0.0,0.626,0.0,java / 1%,0.0,0.0,788404.0,1089276.0,java / 107552768%,
1.377,1.752,96.370,0.0,0.501,0.0,java / 1%,0.0,0.0,780157.0,1036403.0,java / 107552768%,
1.373,1.873,96.130,0.0,0.624,0.0,sshd: perlinig-ethz@notty
 / 1%,0.0,0.0,760365.0,1052329.0,java / 107552768%,
1.752,2.253,95.244,0.250,0.501,0.0,java / 1%,0.0,16384.0,770398.0,1083658.0,java / 107552768%,
1.496,1.995,95.885,0.0,0.623,0.0,java / 1%,0.0,0.0,886559.0,1199921.0,java / 107552768%,
1.627,2.003,95.620,0.0,0.751,0.0,java / 1%,0.0,0.0,861834.0,1134132.0,java / 106504192%,
1.375,2.125,95.875,0.0,0.625,0.0,java / 1%,0.0,0.0,861074.0,1140330.0,java / 106504192%,
1.875,2.250,95.125,0.0,0.750,0.0,sshd: perlinig-ethz@notty
 / 2%,0.0,0.0,754376.0,1023638.0,java / 106504192%,
3.890,3.764,91.593,0.376,0.376,0.0,java / 7%,0.0,16384.0,153953.0,203927.0,java / 108085248%,
10.834,12.204,76.588,0.0,0.374,0.0,rcuos/4 / 0%,0.0,0.0,6059.0,6696.0,waagent / 14159872%,
0.125,0.375,99.375,0.0,0.125,0.0,ping / 0%,0.0,0.0,198.0,412.0,waagent / 14159872%,
0.250,0.501,99.124,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.624,98.876,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.251,0.501,98.872,0.376,0.0,0.0,rcuos/5 / 0%,0.0,81920.0,132.0,412.0,waagent / 14159872%,
0.250,0.375,99.251,0.0,0.125,0.0,rcuos/5 / 0%,0.0,0.0,132.0,420.0,waagent / 14159872%,
0.250,0.375,99.251,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.375,99.124,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.125,0.625,99.125,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.500,99.125,0.0,0.0,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.250,0.500,98.750,0.375,0.125,0.0,jbd2/sda1-8 / 0%,0.0,12288.0,132.0,412.0,waagent / 14159872%,
0.251,0.627,98.997,0.0,0.125,0.0,irqbalance / 0%,0.0,0.0,132.0,420.0,waagent / 14159872%,
0.375,0.375,99.126,0.0,0.125,0.0,ping / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.250,0.624,99.001,0.0,0.125,0.0,ping / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.251,0.501,99.248,0.0,0.0,0.0,ping / 0%,0.0,0.0,525.0,1429.0,waagent / 14159872%,
0.250,0.624,99.001,0.0,0.125,0.0,ping / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.250,0.626,98.623,0.375,0.125,0.0,rcuos/0 / 0%,0.0,65536.0,66.0,310.0,waagent / 14159872%,
0.125,0.499,98.876,0.0,0.499,0.0,ping / 0%,0.0,0.0,132.0,420.0,waagent / 14159872%,
0.375,0.501,98.748,0.0,0.375,0.0,rcuos/0 / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.250,0.375,99.250,0.0,0.125,0.0,rcuos/2 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.125,0.499,99.251,0.0,0.125,0.0,watchdog/2 / 0%,0.0,0.0,132.0,420.0,waagent / 14159872%,
0.250,0.375,98.874,0.375,0.125,0.0,ping / 0%,0.0,28672.0,66.0,726.0,waagent / 14159872%,
0.250,0.624,99.001,0.0,0.125,0.0,ping / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.500,99.0,0.0,0.125,0.0,ping / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.125,0.501,99.249,0.0,0.125,0.0,ping / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.375,0.500,99.125,0.0,0.0,0.0,kworker/2:1 / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.250,0.499,99.126,0.0,0.125,0.0,rcu_sched / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.125,0.375,99.125,0.250,0.125,0.0,ping / 0%,0.0,12288.0,66.0,318.0,waagent / 14159872%,
0.624,0.749,98.502,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,4642.0,4209.0,waagent / 14159872%,
5.257,5.507,89.111,0.0,0.125,0.0,rcuos/2 / 0%,0.0,0.0,3975.0,4433.0,waagent / 14159872%,
5.368,5.618,88.265,0.0,0.749,0.0,rcu_sched / 0%,0.0,0.0,4289.0,3420.0,waagent / 14159872%,
4.380,5.131,90.363,0.0,0.125,0.0,python3 / 1%,0.0,45056.0,4700.0,4295.0,waagent / 14159872%,
4.762,4.261,90.977,0.0,0.0,0.0,landscape-sysinfo / 6%,0.0,0.0,6420.0,5843.0,landscape-sysinfo / 17485824%,
4.994,3.995,90.762,0.125,0.125,0.0,landscape-sysinfo / 3%,0.0,40960.0,6420.0,5835.0,landscape-sysinfo / 16814080%,
4.500,4.375,90.875,0.0,0.250,0.0,landscape-sysinfo / 2%,0.0,0.0,6478.0,5937.0,waagent / 14159872%,
4.005,4.756,91.114,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,0.0,6478.0,5835.0,waagent / 14159872%,
5.368,4.869,89.638,0.0,0.125,0.0,rcuos/3 / 0%,0.0,0.0,4486.0,4849.0,waagent / 14159872%,
5.125,5.500,89.250,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,5795.0,5287.0,waagent / 14159872%,
5.125,5.375,89.250,0.0,0.250,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,24576.0,3185.0,2390.0,waagent / 14159872%,
4.130,4.631,79.975,0.0,11.264,0.0,landscape-sysinfo / 5%,0.0,0.0,6279.0,6416.0,landscape-sysinfo / 17391616%,
2.088,10.934,0.614,0.0,86.364,0.0,ksoftirqd/6 / 12%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.766,10.600,1.788,0.0,86.845,0.0,ksoftirqd/6 / 11%,0.0,0.0,6234.0,5835.0,waagent / 14159872%,
2.733,9.938,8.323,0.0,79.006,0.0,ksoftirqd/3 / 11%,0.0,0.0,310.0,478.0,landscape-sysinfo / 17387520%,
2.375,2.875,94.625,0.0,0.125,0.0,rcuos/4 / 0%,0.0,0.0,1894.0,2074.0,waagent / 14159872%,
0.125,0.499,99.251,0.0,0.125,0.0,ping / 0%,0.0,0.0,396.0,1134.0,waagent / 14159872%,
3.764,3.388,92.472,0.251,0.125,0.0,landscape-sysinfo / 5%,0.0,28672.0,4848.0,4580.0,landscape-sysinfo / 17391616%,
2.247,2.372,95.381,0.0,0.0,0.0,rcuos/1 / 0%,0.0,0.0,4360.0,21738.0,waagent / 14159872%,
0.125,2.125,80.750,0.0,17.0,0.0,ksoftirqd/5 / 2%,0.0,0.0,66.0,318.0,waagent / 14159872%,
3.250,3.0,93.625,0.0,0.125,0.0,landscape-sysinfo / 5%,0.0,24576.0,4642.0,4407.0,landscape-sysinfo / 17391616%,
4.875,4.375,90.625,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,6372.0,5843.0,landscape-sysinfo / 14909440%,
5.882,6.008,87.735,0.0,0.375,0.0,java / 5%,0.0,49152.0,1510.0,2076.0,java / 27955200%,
0.250,0.375,99.001,0.250,0.125,0.0,irqbalance / 0%,0.0,53248.0,66.0,326.0,java / 27955200%,
0.250,0.625,99.0,0.0,0.125,0.0,java / 0%,0.0,0.0,132.0,420.0,java / 27955200%,
0.250,0.501,99.124,0.0,0.125,0.0,java / 0%,0.0,0.0,66.0,310.0,java / 27955200%,
4.851,3.483,90.672,0.0,0.995,0.0,java / 6%,0.0,0.0,393853.0,620630.0,java / 45621248%,
11.028,6.266,79.449,0.0,3.258,0.0,java / 15%,0.0,0.0,1254389.0,1858202.0,java / 74338304%,
9.488,5.993,81.024,0.250,3.246,0.0,java / 14%,0.0,32768.0,1555352.0,2215350.0,java / 89960448%,
10.750,7.750,78.250,0.0,3.250,0.0,java / 17%,0.0,0.0,1506112.0,2111700.0,java / 92782592%,
7.375,5.125,84.500,0.0,3.0,0.0,java / 9%,0.0,8192.0,1573337.0,2200145.0,java / 94879744%,
8.897,7.018,79.449,0.0,4.637,0.0,java / 13%,0.0,0.0,1484288.0,2017870.0,java / 95399936%,
6.0,5.875,85.250,0.0,2.875,0.0,java / 8%,0.0,0.0,1844279.0,2532310.0,java / 94838784%,
5.625,5.125,86.375,0.0,2.875,0.0,java / 8%,0.0,0.0,1914629.0,2649214.0,java / 96935936%,
9.227,7.606,79.676,0.249,3.242,0.0,java / 15%,0.0,24576.0,1939030.0,2698614.0,java / 97558528%,
5.144,6.399,86.198,0.0,2.258,0.0,java / 7%,0.0,0.0,1831593.0,2540696.0,java / 96980992%,
4.762,5.514,86.591,0.0,3.133,0.0,java / 7%,0.0,0.0,1875803.0,2615104.0,java / 97247232%,
4.738,5.486,86.908,0.0,2.868,0.0,java / 7%,0.0,0.0,1804156.0,2473466.0,java / 96878592%,
4.250,5.250,88.375,0.0,2.125,0.0,java / 6%,0.0,0.0,1991193.0,2753891.0,java / 98451456%,
4.005,5.632,87.735,0.0,2.628,0.0,java / 7%,0.0,0.0,1800485.0,2457697.0,java / 97927168%,
3.500,5.125,88.500,0.250,2.625,0.0,java / 5%,0.0,28672.0,1839630.0,2542617.0,java / 97927168%,
3.750,4.500,89.375,0.0,2.375,0.0,java / 5%,0.0,0.0,1946936.0,2647827.0,java / 100024320%,
3.246,7.241,85.144,0.0,4.370,0.0,java / 7%,0.0,0.0,1277537.0,1796944.0,java / 98947072%,
4.130,5.131,87.484,0.0,3.254,0.0,java / 7%,0.0,0.0,1941987.0,2628421.0,java / 98947072%,
4.010,6.015,86.466,0.0,3.509,0.0,java / 7%,0.0,0.0,1848601.0,2552340.0,java / 98947072%,
3.995,6.991,85.393,0.250,3.371,0.0,java / 8%,0.0,32768.0,1822231.0,2517016.0,java / 98148352%,
3.755,5.507,87.735,0.0,3.004,0.0,java / 6%,0.0,0.0,1926571.0,2618087.0,java / 98148352%,
5.250,5.375,86.750,0.0,2.625,0.0,java / 8%,0.0,0.0,2021719.0,2781129.0,java / 100245504%,
4.375,5.125,87.0,0.0,3.500,0.0,java / 7%,0.0,0.0,2129457.0,2936032.0,java / 100278272%,
3.880,5.757,87.735,0.0,2.628,0.0,java / 7%,0.0,0.0,2220449.0,2999971.0,java / 100278272%,
3.995,5.618,87.266,0.0,3.121,0.0,java / 6%,0.0,0.0,2093429.0,2885473.0,java / 115986432%,
3.995,4.869,87.640,0.375,3.121,0.0,java / 5%,0.0,16384.0,1769317.0,2376818.0,java / 115986432%,
3.750,5.250,88.625,0.0,2.375,0.0,java / 6%,0.0,0.0,2186400.0,3027457.0,java / 115437568%,
3.885,4.887,87.343,0.0,3.885,0.0,java / 6%,0.0,0.0,1934261.0,2657439.0,java / 115437568%,
3.500,5.250,88.250,0.0,3.0,0.0,java / 6%,0.0,0.0,2052581.0,2807889.0,java / 115437568%,
3.379,4.506,89.737,0.0,2.378,0.0,java / 5%,0.0,69632.0,1936444.0,2640400.0,java / 115437568%,
3.616,5.611,87.656,0.0,3.117,0.0,java / 6%,0.0,0.0,1973715.0,2713579.0,java / 114388992%,
3.875,5.500,87.375,0.125,3.125,0.0,java / 6%,0.0,24576.0,2086160.0,2868462.0,java / 114388992%,
3.262,5.270,88.331,0.0,3.137,0.0,java / 5%,0.0,0.0,1793005.0,2414722.0,java / 114388992%,
3.745,5.868,87.640,0.0,2.747,0.0,java / 7%,0.0,0.0,2288287.0,3120440.0,java / 113336320%,
4.130,5.382,87.109,0.0,3.379,0.0,java / 6%,0.0,8192.0,1813993.0,2501925.0,java / 113336320%,
4.120,5.243,87.765,0.0,2.871,0.0,java / 6%,0.0,0.0,1957141.0,2687545.0,java / 113336320%,
3.880,5.257,87.860,0.0,3.004,0.0,java / 7%,0.0,0.0,2040296.0,2797349.0,java / 113336320%,
4.005,4.881,87.860,0.250,3.004,0.0,java / 6%,0.0,24576.0,1988702.0,2747067.0,java / 112287744%,
3.500,5.0,87.625,0.0,3.875,0.0,java / 6%,0.0,0.0,1862140.0,2507004.0,java / 112287744%,
4.0,5.500,87.500,0.0,3.0,0.0,java / 6%,0.0,8192.0,2311823.0,3095395.0,java / 112287744%,
3.375,5.375,88.0,0.0,3.250,0.0,java / 6%,0.0,0.0,1750603.0,2396983.0,java / 111759360%,
3.880,5.632,87.860,0.0,2.628,0.0,java / 7%,0.0,0.0,2119486.0,2861198.0,java / 111759360%,
3.880,5.257,87.735,0.0,3.129,0.0,java / 6%,0.0,0.0,1848211.0,2499247.0,java / 111759360%,
3.870,6.367,87.141,0.375,2.247,0.0,java / 6%,0.0,24576.0,2066314.0,2825728.0,java / 111235072%,
3.500,5.125,89.125,0.0,2.250,0.0,java / 5%,0.0,0.0,2094852.0,2864315.0,java / 111235072%,
3.875,4.875,88.750,0.0,2.500,0.0,java / 6%,12288.0,0.0,1900963.0,2627683.0,java / 111235072%,
4.010,5.013,88.346,0.0,2.632,0.0,java / 6%,0.0,0.0,2101286.0,2864313.0,java / 110710784%,
3.990,4.988,86.035,0.0,4.988,0.0,java / 6%,0.0,0.0,1630660.0,2262392.0,java / 110710784%,
3.885,5.890,87.093,0.0,3.133,0.0,java / 6%,0.0,0.0,2061052.0,2797106.0,java / 110710784%,
2.879,4.881,88.611,0.375,3.254,0.0,java / 5%,0.0,57344.0,1769419.0,2438649.0,java / 110186496%,
3.620,4.494,88.514,0.0,3.371,0.0,java / 5%,0.0,0.0,1881375.0,2588673.0,java / 110186496%,
3.630,5.632,87.234,0.0,3.504,0.0,java / 6%,0.0,0.0,1874132.0,2580286.0,java / 110186496%,
3.375,6.125,87.375,0.0,3.125,0.0,java / 6%,0.0,0.0,1820434.0,2489978.0,java / 109658112%,
4.0,5.125,87.625,0.0,3.250,0.0,java / 6%,0.0,0.0,1892345.0,2628669.0,java / 109658112%,
3.880,5.131,88.110,0.0,2.879,0.0,java / 6%,0.0,0.0,1774161.0,2478891.0,java / 109658112%,
3.880,5.382,86.733,0.250,3.755,0.0,java / 6%,0.0,16384.0,1798984.0,2469118.0,java / 109658112%,
3.625,5.0,88.875,0.0,2.500,0.0,java / 6%,0.0,0.0,1830159.0,2543199.0,java / 109658112%,
3.625,5.250,87.0,0.0,4.125,0.0,java / 6%,0.0,0.0,1741148.0,2376530.0,java / 109658112%,
3.379,6.508,86.608,0.0,3.504,0.0,java / 6%,0.0,0.0,1759123.0,2382771.0,java / 109658112%,
3.504,4.881,88.986,0.0,2.628,0.0,java / 5%,0.0,20480.0,1892847.0,2626943.0,java / 109899776%,
3.616,4.988,88.404,0.0,2.993,0.0,java / 5%,0.0,0.0,1974003.0,2699965.0,java / 109899776%,
3.759,4.762,88.095,0.376,3.008,0.0,java / 6%,0.0,16384.0,1958511.0,2637033.0,java / 109899776%,
3.870,5.243,88.265,0.0,2.622,0.0,java / 6%,0.0,0.0,1918815.0,2626089.0,java / 109899776%,
4.255,4.881,87.234,0.0,3.630,0.0,java / 7%,0.0,0.0,1755697.0,2375517.0,java / 109899776%,
4.0,5.750,87.500,0.0,2.750,0.0,java / 6%,0.0,49152.0,1987472.0,2741010.0,java / 109899776%,
3.990,4.738,87.905,0.0,3.367,0.0,java / 6%,0.0,0.0,1874888.0,2538100.0,java / 109899776%,
3.643,5.402,86.307,0.0,4.648,0.0,java / 6%,0.0,0.0,1852202.0,2518518.0,java / 109899776%,
3.875,5.375,87.375,0.500,2.875,0.0,java / 6%,0.0,16384.0,1860489.0,2572495.0,java / 109899776%,
3.750,5.0,88.750,0.0,2.500,0.0,java / 6%,0.0,0.0,2043681.0,2758831.0,java / 109899776%,
3.745,5.368,88.015,0.0,2.871,0.0,java / 6%,0.0,16384.0,1883420.0,2566905.0,java / 109899776%,
3.383,5.138,88.346,0.0,3.133,0.0,java / 6%,0.0,0.0,1866012.0,2570801.0,java / 109899776%,
4.0,5.0,87.625,0.0,3.375,0.0,java / 5%,0.0,0.0,1683370.0,2334487.0,java / 109899776%,
3.625,5.750,88.0,0.0,2.625,0.0,java / 5%,0.0,0.0,1920104.0,2646042.0,java / 109899776%,
3.890,4.893,88.582,0.376,2.258,0.0,java / 5%,0.0,24576.0,2178976.0,2997077.0,java / 109899776%,
3.865,4.738,89.401,0.0,1.995,0.0,java / 5%,0.0,8192.0,1888123.0,2579097.0,java / 109899776%,
3.379,6.133,87.860,0.0,2.628,0.0,java / 6%,0.0,0.0,1756517.0,2407041.0,java / 109899776%,
3.755,5.882,86.984,0.0,3.379,0.0,java / 6%,0.0,0.0,1744029.0,2368153.0,java / 109899776%,
3.500,5.375,87.250,0.0,3.875,0.0,java / 6%,0.0,0.0,1760728.0,2421596.0,java / 109899776%,
3.750,4.750,89.0,0.0,2.500,0.0,java / 6%,0.0,0.0,1926860.0,2579287.0,java / 109899776%,
3.875,5.250,87.375,0.625,2.875,0.0,java / 7%,0.0,32768.0,2003753.0,2749788.0,java / 109899776%,
2.375,3.250,92.250,0.0,2.125,0.0,java / 4%,0.0,0.0,1043655.0,1428683.0,java / 109899776%,
9.826,9.950,79.353,0.0,0.871,0.0,java / 14%,0.0,0.0,5038.0,4735.0,java / 110985216%,
5.157,5.912,88.679,0.0,0.252,0.0,rcuos/1 / 0%,0.0,0.0,4010.0,5798.0,waagent / 14159872%,
0.250,0.250,99.375,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.125,0.375,99.500,0.0,0.0,0.0,kworker/0:0 / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.500,98.625,0.375,0.125,0.0,waagent / 0%,0.0,81920.0,591.0,1531.0,waagent / 14159872%,
0.250,0.624,99.001,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,132.0,420.0,waagent / 14159872%,
0.250,0.625,99.0,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.375,0.624,98.876,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,252.0,466.0,waagent / 14159872%,
0.375,0.501,98.999,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,132.0,412.0,waagent / 14159872%,
0.125,0.375,99.375,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,192.0,466.0,waagent / 14159872%,
0.250,0.375,96.871,2.503,0.0,0.0,kworker/0:0 / 0%,0.0,12288.0,234.0,478.0,waagent / 14159872%,
0.375,0.375,99.125,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.250,0.375,99.250,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.251,0.376,99.247,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.250,0.501,99.249,0.0,0.0,0.0,rcuos/6 / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.374,0.374,99.127,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.125,0.375,99.125,0.250,0.125,0.0,sshd: perlinig-ethz@pts/0
 / 0%,0.0,12288.0,132.0,412.0,waagent / 14159872%,
0.375,0.624,98.876,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,66.0,326.0,waagent / 14159872%,
0.250,0.626,98.748,0.0,0.375,0.0,rcuos/6 / 0%,0.0,49152.0,132.0,412.0,waagent / 14159872%,
0.250,0.375,99.250,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,326.0,waagent / 14159872%,
0.250,0.250,99.375,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,66.0,318.0,waagent / 14159872%,
0.375,0.624,98.876,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.251,0.376,99.248,0.125,0.0,0.0,rcuos/6 / 0%,0.0,12288.0,66.0,318.0,waagent / 14159872%,
0.250,0.375,99.250,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,132.0,428.0,waagent / 14159872%,
0.125,0.375,99.375,0.0,0.125,0.0,kworker/0:0 / 0%,0.0,0.0,66.0,726.0,waagent / 14159872%,
0.375,0.500,99.0,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,66.0,310.0,waagent / 14159872%,
0.250,0.499,99.126,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,326.0,553.0,waagent / 14159872%,
0.251,0.251,99.499,0.0,0.0,0.0,hv_kvp_daemon / 0%,0.0,0.0,218.0,2148.0,waagent / 14159872%,
0.375,0.499,98.627,0.375,0.125,0.0,rcuos/6 / 0%,0.0,20480.0,494.0,2242.0,waagent / 14159872%,
4.239,4.239,91.397,0.0,0.125,0.0,rcuos/7 / 0%,0.0,0.0,5393.0,6320.0,waagent / 14159872%,
4.881,3.880,91.114,0.0,0.125,0.0,landscape-sysinfo / 4%,0.0,0.0,6688.0,6171.0,landscape-sysinfo / 17391616%,
4.380,4.380,91.114,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,6412.0,5835.0,waagent / 14159872%,
4.364,4.613,90.898,0.0,0.125,0.0,landscape-sysinfo / 1%,0.0,0.0,6420.0,5835.0,waagent / 14159872%,
4.750,4.625,90.125,0.375,0.125,0.0,sshd: perlinig-ethz [priv]
