"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","perlinig-ethz"
"Cmdline:","dstat -c --top-cpu -dn --top-mem --output 3-2dstatmw1_get.csv",,,,"Date:","22 Nov 2017 21:29:27 UTC"

"total cpu usage",,,,,,"most expensive","dsk/total",,"net/total",,"most expensive"
"usr","sys","idl","wai","hiq","siq","cpu process","read","writ","recv","send","memory process"
1.754,3.133,93.609,0.627,0.877,0.0,java / 2%,0.0,69632.0,898424.0,1220024.0,java / 101748736%,
1.998,3.246,93.758,0.0,0.999,0.0,java / 3%,0.0,0.0,943069.0,1301401.0,java / 101748736%,
1.875,3.375,93.750,0.0,1.0,0.0,java / 2%,0.0,0.0,922816.0,1265436.0,java / 100696064%,
1.502,2.503,95.369,0.0,0.626,0.0,java / 2%,0.0,0.0,697760.0,943314.0,java / 100696064%,
1.752,3.129,94.118,0.0,1.001,0.0,java / 2%,0.0,0.0,909938.0,1246744.0,java / 100696064%,
2.125,3.250,93.375,0.375,0.875,0.0,java / 3%,0.0,24576.0,941916.0,1295930.0,java / 100696064%,
1.873,3.246,93.883,0.0,0.999,0.0,java / 2%,0.0,0.0,902716.0,1248648.0,java / 100696064%,
2.003,3.004,94.118,0.0,0.876,0.0,java / 3%,0.0,0.0,835760.0,1139230.0,java / 99663872%,
1.877,2.879,94.493,0.0,0.751,0.0,java / 2%,0.0,0.0,824216.0,1110250.0,java / 99663872%,
2.133,3.262,93.601,0.0,1.004,0.0,java / 3%,0.0,0.0,916082.0,1261478.0,java / 99663872%,
1.868,3.238,94.022,0.0,0.872,0.0,java / 2%,0.0,4096.0,937976.0,1297532.0,java / 99733504%,
2.372,3.246,92.759,0.624,0.999,0.0,java / 3%,0.0,24576.0,924188.0,1272104.0,java / 98680832%,
1.998,3.246,93.758,0.0,0.999,0.0,java / 2%,0.0,0.0,892742.0,1242374.0,java / 98680832%,
1.752,3.004,94.493,0.0,0.751,0.0,java / 2%,0.0,0.0,865956.0,1185786.0,java / 98680832%,
1.629,3.133,94.236,0.0,1.003,0.0,java / 3%,0.0,0.0,880518.0,1209980.0,java / 98680832%,
1.868,2.864,94.396,0.0,0.872,0.0,java / 2%,0.0,0.0,851544.0,1157892.0,java / 97632256%,
1.887,3.396,93.711,0.0,1.006,0.0,java / 2%,0.0,0.0,870072.0,1199486.0,java / 97632256%,
1.873,3.121,93.633,0.375,0.999,0.0,java / 2%,0.0,12288.0,952350.0,1321786.0,java / 97632256%,
1.750,3.250,94.125,0.0,0.875,0.0,java / 2%,0.0,0.0,953974.0,1278914.0,java / 97632256%,
1.998,3.371,93.633,0.0,0.999,0.0,java / 3%,0.0,0.0,990289.0,1358337.0,java / 96579584%,
1.752,3.254,93.992,0.0,1.001,0.0,java / 2%,0.0,0.0,966339.0,1327411.0,java / 96579584%,
1.875,3.250,93.875,0.0,1.0,0.0,java / 2%,0.0,0.0,930396.0,1285868.0,java / 96579584%,
1.621,2.868,94.763,0.0,0.748,0.0,java / 2%,0.0,0.0,784952.0,1081274.0,java / 96579584%,
1.757,2.886,94.354,0.251,0.753,0.0,java / 2%,0.0,12288.0,840710.0,1123114.0,java / 96055296%,
1.750,3.250,94.125,0.0,0.875,0.0,java / 2%,0.0,0.0,936238.0,1285564.0,java / 96055296%,
2.0,3.375,93.750,0.0,0.875,0.0,java / 3%,0.0,20480.0,954414.0,1311334.0,java / 96055296%,
1.875,3.250,93.875,0.0,1.0,0.0,java / 2%,0.0,0.0,870987.0,1194729.0,java / 96055296%,
1.746,3.242,94.140,0.0,0.873,0.0,java / 3%,0.0,0.0,904946.0,1236196.0,java / 95551488%,
2.632,3.509,92.982,0.0,0.877,0.0,java / 3%,0.0,0.0,948712.0,1263162.0,java / 95551488%,
1.877,3.254,93.492,0.375,1.001,0.0,java / 3%,0.0,16384.0,951378.0,1253948.0,java / 95551488%,
2.120,3.117,93.766,0.0,0.998,0.0,java / 2%,0.0,12288.0,879469.0,1201409.0,java / 95023104%,
1.625,3.250,94.250,0.0,0.875,0.0,java / 2%,0.0,0.0,977953.0,1338019.0,java / 95023104%,
1.873,3.121,94.007,0.0,0.999,0.0,java / 2%,0.0,0.0,897830.0,1235558.0,java / 95023104%,
1.752,3.129,94.118,0.0,1.001,0.0,java / 2%,0.0,0.0,937552.0,1291932.0,java / 95023104%,
1.877,3.129,93.367,0.626,1.001,0.0,java / 2%,0.0,12288.0,947886.0,1291704.0,java / 94498816%,
1.875,3.125,94.0,0.0,1.0,0.0,java / 2%,0.0,16384.0,886716.0,1220520.0,java / 94498816%,
1.625,3.0,94.250,0.0,1.125,0.0,java / 2%,0.0,0.0,848550.0,1162824.0,java / 94498816%,
1.633,2.764,94.724,0.0,0.879,0.0,java / 2%,0.0,0.0,831446.0,1144408.0,java / 93974528%,
1.743,2.740,94.645,0.0,0.872,0.0,java / 2%,0.0,0.0,792926.0,1078200.0,java / 93974528%,
1.748,2.871,94.507,0.0,0.874,0.0,java / 2%,0.0,0.0,884610.0,1212768.0,java / 93974528%,
1.880,3.258,93.484,0.376,1.003,0.0,java / 2%,0.0,28672.0,939108.0,1289170.0,java / 94093312%,
1.877,3.004,94.368,0.0,0.751,0.0,java / 2%,0.0,0.0,843536.0,1164956.0,java / 93569024%,
1.748,3.246,94.132,0.0,0.874,0.0,java / 2%,0.0,0.0,903324.0,1246942.0,java / 93569024%,
1.754,3.008,94.361,0.0,0.877,0.0,java / 2%,0.0,0.0,932638.0,1268226.0,java / 93569024%,
2.0,3.500,93.500,0.0,1.0,0.0,java / 3%,0.0,0.0,984790.0,1347578.0,java / 93569024%,
1.250,2.500,95.500,0.0,0.750,0.0,java / 2%,0.0,0.0,692034.0,957636.0,java / 93569024%,
13.892,7.509,78.098,0.250,0.250,0.0,java / 14%,0.0,24576.0,4774.0,4435.0,java / 95133696%,
4.732,3.861,91.158,0.0,0.249,0.0,waagent / 0%,0.0,0.0,3782.0,5242.0,waagent / 15765504%,
0.125,0.375,99.499,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.251,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.499,98.627,0.375,0.125,0.0,kworker/4:2 / 0%,0.0,90112.0,525.0,1429.0,waagent / 15765504%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.499,99.126,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.500,99.250,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,98.748,0.501,0.125,0.0,rcuos/1 / 0%,0.0,12288.0,132.0,412.0,waagent / 15765504%,
0.125,0.250,99.500,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,420.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,rcu_sched / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.125,0.250,99.500,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.501,99.124,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
3.250,1.875,94.750,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,4708.0,4369.0,landscape-sysinfo / 17252352%,
5.860,3.741,89.776,0.499,0.125,0.0,landscape-sysinfo / 3%,0.0,16384.0,6478.0,6271.0,waagent / 15765504%,
4.619,3.371,91.885,0.0,0.125,0.0,landscape-sysinfo / 1%,0.0,0.0,6544.0,6003.0,waagent / 15765504%,
5.388,3.885,90.727,0.0,0.0,0.0,landscape-sysinfo / 0%,0.0,0.0,6420.0,5937.0,waagent / 15765504%,
6.375,3.750,89.750,0.0,0.125,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,0.0,5130.0,5881.0,waagent / 15765504%,
6.008,4.130,89.737,0.0,0.125,0.0,rsyslogd / 0%,0.0,0.0,3629.0,4395.0,waagent / 15765504%,
6.242,3.870,89.139,0.499,0.250,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,32768.0,5295.0,3666.0,waagent / 15765504%,
5.868,3.620,90.387,0.0,0.125,0.0,python3 / 1%,0.0,0.0,5660.0,4945.0,waagent / 15765504%,
5.500,4.0,90.375,0.0,0.125,0.0,python3 / 0%,0.0,40960.0,6544.0,5995.0,waagent / 15765504%,
5.736,3.616,90.524,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6478.0,5909.0,waagent / 15765504%,
5.764,3.383,90.727,0.0,0.125,0.0,landscape-sysinfo / 4%,0.0,0.0,6536.0,5995.0,landscape-sysinfo / 17309696%,
5.632,3.379,90.864,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,6470.0,5995.0,landscape-sysinfo / 16510976%,
5.368,4.120,89.888,0.499,0.125,0.0,landscape-sysinfo / 2%,0.0,28672.0,6478.0,5995.0,waagent / 15765504%,
5.257,4.005,90.613,0.0,0.125,0.0,landscape-sysinfo / 1%,0.0,8192.0,6556.0,6321.0,waagent / 15765504%,
5.625,3.375,90.875,0.0,0.125,0.0,dbus-daemon / 0%,0.0,0.0,2353.0,3165.0,waagent / 15765504%,
0.250,0.250,99.376,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,192.0,466.0,waagent / 15765504%,
0.250,0.500,98.750,0.375,0.125,0.0,kworker/3:2 / 0%,0.0,36864.0,132.0,412.0,waagent / 15765504%,
0.251,0.251,99.499,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,57344.0,132.0,420.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.500,99.125,0.0,0.125,0.0,rcuos/3 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.250,98.999,0.501,0.0,0.0,kworker/4:2 / 0%,0.0,40960.0,132.0,412.0,waagent / 15765504%,
0.375,0.250,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.499,99.001,0.0,0.125,0.0,rcu_sched / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.125,0.250,99.500,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,198.0,514.0,waagent / 15765504%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,820.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,66.0,310.0,waagent / 15765504%,
2.122,1.498,95.755,0.499,0.125,0.0,landscape-sysinfo / 2%,0.0,12288.0,4708.0,4369.0,waagent / 15765504%,
4.625,3.125,92.125,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,3240.0,19878.0,waagent / 15765504%,
0.250,0.375,99.374,0.0,0.0,0.0,dbus-daemon / 0%,0.0,0.0,1666.0,3388.0,waagent / 15765504%,
0.250,0.500,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,2067.0,2489.0,waagent / 15765504%,
6.117,4.245,89.513,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,3551.0,3284.0,waagent / 15765504%,
0.250,0.250,98.748,0.626,0.125,0.0,kworker/4:2 / 0%,0.0,106496.0,1084.0,980.0,waagent / 15765504%,
4.750,3.375,91.750,0.0,0.125,0.0,kworker/7:1 / 0%,0.0,0.0,4708.0,4369.0,waagent / 15765504%,
4.875,2.625,92.375,0.0,0.125,0.0,java / 4%,0.0,0.0,1414.0,2614.0,java / 27856896%,
0.125,0.250,99.500,0.0,0.125,0.0,java / 0%,0.0,0.0,132.0,412.0,java / 27856896%,
0.250,0.500,99.125,0.0,0.125,0.0,rcu_sched / 0%,0.0,0.0,300.0,604.0,java / 27856896%,
0.250,0.375,99.375,0.0,0.0,0.0,waagent / 0%,0.0,0.0,591.0,1531.0,java / 27856896%,
13.699,6.476,78.331,0.125,1.370,0.0,java / 19%,0.0,40960.0,880073.0,1448446.0,java / 58757120%,
15.975,8.805,72.956,0.0,2.264,0.0,java / 21%,0.0,0.0,2020194.0,2956625.0,java / 91643904%,
13.983,8.864,74.906,0.0,2.247,0.0,java / 21%,0.0,0.0,2190929.0,3168243.0,java / 97050624%,
15.163,9.273,73.183,0.125,2.256,0.0,java / 22%,0.0,0.0,2225009.0,3163176.0,java / 97579008%,
10.013,9.262,77.847,0.501,2.378,0.0,java / 17%,0.0,49152.0,2601959.0,3682098.0,java / 98578432%,
8.614,9.488,79.526,0.0,2.372,0.0,java / 15%,0.0,0.0,2824798.0,4029400.0,java / 96817152%,
14.286,13.659,69.173,0.376,2.506,0.0,java / 25%,0.0,32768.0,2872388.0,4066871.0,java / 99504128%,
7.250,9.875,80.625,0.0,2.250,0.0,java / 14%,0.0,0.0,3222360.0,4501851.0,java / 98574336%,
5.875,8.875,83.0,0.0,2.250,0.0,java / 12%,0.0,0.0,3026044.0,4156372.0,java / 100671488%,
6.133,9.262,82.353,0.0,2.253,0.0,java / 13%,0.0,0.0,3136698.0,4376122.0,java / 101720064%,
5.625,8.875,83.250,0.0,2.250,0.0,java / 12%,0.0,0.0,2969382.0,4133638.0,java / 100749312%,
5.500,8.125,84.0,0.375,2.0,0.0,java / 11%,0.0,12288.0,2668350.0,3706256.0,java / 98562048%,
5.882,8.511,83.354,0.0,2.253,0.0,java / 12%,0.0,0.0,2857705.0,3960424.0,java / 98562048%,
5.743,8.365,83.645,0.0,2.247,0.0,java / 12%,0.0,0.0,2779871.0,3879636.0,java / 98590720%,
6.266,9.148,82.581,0.0,2.005,0.0,java / 13%,0.0,0.0,3028746.0,4204814.0,java / 98607104%,
5.625,8.250,84.0,0.0,2.125,0.0,java / 12%,0.0,0.0,2623149.0,3673540.0,java / 100749312%,
5.500,8.375,83.875,0.0,2.250,0.0,java / 12%,0.0,0.0,2690535.0,3732004.0,java / 119357440%,
5.382,8.385,83.855,0.250,2.128,0.0,java / 11%,0.0,12288.0,2691386.0,3727762.0,java / 120410112%,
6.125,8.500,83.250,0.0,2.125,0.0,java / 13%,0.0,0.0,2789248.0,3867654.0,java / 120561664%,
5.875,8.875,83.500,0.0,1.750,0.0,java / 12%,0.0,0.0,2910458.0,3849149.0,java / 119513088%,
6.258,9.387,82.353,0.0,2.003,0.0,java / 13%,0.0,0.0,3080127.0,4215382.0,java / 119513088%,
5.882,9.136,82.728,0.0,2.253,0.0,java / 12%,0.0,0.0,3064625.0,4165085.0,java / 121131008%,
6.0,9.375,82.125,0.375,2.125,0.0,java / 13%,0.0,12288.0,3144454.0,4304774.0,java / 123228160%,
5.757,8.511,83.605,0.0,2.128,0.0,java / 12%,0.0,0.0,2910030.0,3998962.0,java / 122703872%,
6.008,8.761,83.229,0.0,2.003,0.0,java / 12%,0.0,4096.0,3050315.0,4098881.0,java / 122839040%,
6.250,8.500,83.375,0.0,1.875,0.0,java / 13%,0.0,0.0,2881726.0,3875168.0,java / 122458112%,
5.618,8.240,84.270,0.0,1.873,0.0,java / 12%,0.0,0.0,2601517.0,3537498.0,java / 133812224%,
5.388,8.647,83.835,0.0,2.130,0.0,java / 12%,0.0,0.0,2899209.0,3946306.0,java / 144330752%,
5.875,9.500,81.875,0.500,2.250,0.0,java / 13%,0.0,12288.0,3207312.0,4359953.0,java / 144609280%,
5.131,8.385,84.481,0.0,2.003,0.0,java / 11%,0.0,32768.0,2703242.0,3697627.0,java / 144674816%,
5.500,8.500,83.750,0.0,2.250,0.0,java / 12%,0.0,0.0,2819716.0,3889140.0,java / 144150528%,
5.500,8.375,84.0,0.0,2.125,0.0,java / 11%,0.0,0.0,2754460.0,3735556.0,java / 144150528%,
5.625,7.625,84.875,0.0,1.875,0.0,java / 11%,0.0,0.0,2567144.0,3513556.0,java / 146247680%,
5.507,7.885,84.481,0.501,1.627,0.0,java / 12%,0.0,24576.0,2487022.0,3284056.0,java / 145723392%,
6.250,8.625,83.625,0.0,1.500,0.0,java / 13%,0.0,8192.0,2791110.0,3668898.0,java / 145723392%,
6.258,9.387,82.728,0.0,1.627,0.0,java / 14%,0.0,0.0,3165856.0,4118560.0,java / 145723392%,
6.133,8.260,83.980,0.0,1.627,0.0,java / 12%,0.0,0.0,2789104.0,3626410.0,java / 153710592%,
5.993,8.989,83.271,0.0,1.748,0.0,java / 13%,0.0,0.0,2960750.0,3678752.0,java / 159477760%,
5.764,8.020,84.586,0.0,1.629,0.0,java / 12%,0.0,0.0,2763198.0,3681468.0,java / 159477760%,
6.117,8.739,83.021,0.375,1.748,0.0,java / 13%,0.0,57344.0,2879672.0,3720520.0,java / 159641600%,
5.750,8.125,84.625,0.0,1.500,0.0,java / 12%,0.0,0.0,2697324.0,3482820.0,java / 159780864%,
5.151,7.035,86.558,0.0,1.256,0.0,java / 11%,0.0,0.0,2236918.0,2867824.0,java / 159780864%,
5.860,8.354,84.165,0.0,1.621,0.0,java / 13%,0.0,0.0,2867444.0,3686474.0,java / 159780864%,
6.0,8.750,83.500,0.0,1.750,0.0,java / 12%,0.0,0.0,2932512.0,3793506.0,java / 159780864%,
5.0,7.375,86.0,0.250,1.375,0.0,java / 11%,0.0,12288.0,2438204.0,3151102.0,java / 159780864%,
5.006,6.884,86.859,0.0,1.252,0.0,java / 11%,0.0,0.0,2068556.0,2664540.0,java / 159838208%,
4.750,7.500,86.375,0.0,1.375,0.0,java / 11%,0.0,0.0,2427500.0,3131508.0,java / 159838208%,
6.0,8.250,84.250,0.0,1.500,0.0,java / 12%,0.0,0.0,2576882.0,3327956.0,java / 159858688%,
6.008,8.010,84.355,0.0,1.627,0.0,java / 12%,0.0,0.0,2702332.0,3555120.0,java / 159887360%,
5.632,8.511,83.479,0.375,2.003,0.0,java / 13%,0.0,12288.0,2804021.0,3692959.0,java / 159887360%,
5.382,7.885,85.106,0.0,1.627,0.0,java / 11%,0.0,0.0,2721074.0,3633882.0,java / 159887360%,
5.243,7.865,85.144,0.0,1.748,0.0,java / 11%,0.0,0.0,2678280.0,3569994.0,java / 159887360%,
6.258,8.761,83.229,0.0,1.752,0.0,java / 13%,0.0,0.0,2902488.0,3829889.0,java / 159887360%,
5.875,8.625,83.625,0.0,1.875,0.0,java / 13%,0.0,0.0,2982392.0,3966667.0,java / 159965184%,
6.383,8.260,83.479,0.0,1.877,0.0,java / 12%,0.0,0.0,2790082.0,3762604.0,java / 159965184%,
4.893,7.528,85.320,0.251,2.008,0.0,java / 10%,0.0,16384.0,2582076.0,3494748.0,java / 159965184%,
5.144,7.528,85.571,0.0,1.757,0.0,java / 11%,0.0,0.0,2455972.0,3295200.0,java / 159965184%,
5.714,8.323,84.099,0.0,1.863,0.0,java / 13%,0.0,0.0,2836659.0,3766594.0,java / 159965184%,
6.023,8.783,83.061,0.0,2.133,0.0,java / 13%,0.0,0.0,3007313.0,4060460.0,java / 159965184%,
5.757,8.761,83.354,0.0,2.128,0.0,java / 13%,0.0,20480.0,3028264.0,4098530.0,java / 159965184%,
6.148,8.407,83.187,0.251,2.008,0.0,java / 12%,0.0,16384.0,2757353.0,3724456.0,java / 159965184%,
5.736,8.603,84.165,0.0,1.496,0.0,java / 13%,0.0,0.0,2697505.0,3540216.0,java / 159965184%,
5.632,8.260,84.481,0.0,1.627,0.0,java / 12%,0.0,0.0,2707432.0,3576572.0,java / 159965184%,
5.625,7.750,84.875,0.0,1.750,0.0,java / 11%,0.0,0.0,2633826.0,3377968.0,java / 159965184%,
5.905,8.543,84.045,0.0,1.508,0.0,java / 14%,0.0,16384.0,2655714.0,3402548.0,java / 159965184%,
6.375,9.250,82.625,0.0,1.750,0.0,java / 13%,0.0,0.0,2877898.0,3785586.0,java / 159965184%,
5.625,8.375,84.125,0.375,1.500,0.0,java / 12%,0.0,20480.0,2870620.0,3783364.0,java / 159965184%,
6.508,8.260,83.605,0.0,1.627,0.0,java / 12%,0.0,0.0,2635954.0,3505288.0,java / 159965184%,
6.250,8.625,83.375,0.0,1.750,0.0,java / 13%,0.0,0.0,2954806.0,3936424.0,java / 159965184%,
5.882,8.886,83.354,0.0,1.877,0.0,java / 12%,0.0,0.0,3088192.0,4269266.0,java / 159965184%,
5.388,8.897,83.459,0.0,2.256,0.0,java / 12%,0.0,0.0,2985076.0,4180918.0,java / 159969280%,
4.738,7.107,85.661,0.499,1.995,0.0,java / 10%,0.0,12288.0,2467998.0,3419498.0,java / 159969280%,
5.500,8.625,83.500,0.0,2.375,0.0,java / 12%,0.0,0.0,2973264.0,4144954.0,java / 159969280%,
6.383,9.262,82.228,0.0,2.128,0.0,java / 13%,0.0,0.0,3098702.0,4319550.0,java / 159969280%,
5.882,9.387,82.353,0.0,2.378,0.0,java / 13%,0.0,8192.0,3185548.0,4446863.0,java / 159969280%,
6.633,9.136,82.103,0.0,2.128,0.0,java / 12%,0.0,0.0,3127700.0,4383337.0,java / 159969280%,
5.493,8.489,83.770,0.0,2.247,0.0,java / 12%,0.0,0.0,2864961.0,3974005.0,java / 159969280%,
5.131,8.260,83.980,0.501,2.128,0.0,java / 11%,0.0,32768.0,2707010.0,3761645.0,java / 159969280%,
5.500,8.500,84.0,0.0,2.0,0.0,java / 12%,0.0,0.0,2848332.0,3750267.0,java / 159969280%,
5.388,8.521,83.835,0.0,2.256,0.0,java / 12%,0.0,0.0,2935572.0,4040446.0,java / 159969280%,
6.375,5.250,87.625,0.0,0.750,0.0,java / 10%,0.0,0.0,761110.0,1053925.0,java / 160870400%,
12.125,8.750,78.750,0.0,0.375,0.0,rsyslogd / 0%,0.0,0.0,5856.0,5824.0,waagent / 15765504%,
0.250,0.250,98.876,0.499,0.125,0.0,kworker/4:2 / 0%,0.0,90112.0,264.0,520.0,waagent / 15765504%,
0.250,0.375,99.374,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.500,99.0,0.0,0.125,0.0,rcuos/4 / 0%,0.0,53248.0,66.0,310.0,waagent / 15765504%,
0.125,0.499,99.251,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,420.0,waagent / 15765504%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.499,99.001,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,66.0,310.0,waagent / 15765504%,
0.375,0.375,98.874,0.250,0.125,0.0,kworker/4:2 / 0%,0.0,12288.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.249,0.0,0.125,0.0,rcuos/4 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.125,0.375,99.500,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
