"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","perlinig-ethz"
"Cmdline:","dstat -c --top-cpu -dn --top-mem --output 3-2dstatmw1_get2.csv",,,,"Date:","22 Nov 2017 23:07:02 UTC"

"total cpu usage",,,,,,"most expensive","dsk/total",,"net/total",,"most expensive"
"usr","sys","idl","wai","hiq","siq","cpu process","read","writ","recv","send","memory process"
2.125,3.250,93.750,0.0,0.875,0.0,java / 3%,0.0,24576.0,922676.0,1271580.0,java / 94789632%,
1.873,3.121,93.508,0.499,0.999,0.0,java / 2%,0.0,4096.0,876746.0,1199322.0,java / 94789632%,
2.003,3.129,94.118,0.0,0.751,0.0,java / 2%,0.0,0.0,891812.0,1234526.0,java / 94789632%,
1.500,3.0,94.625,0.0,0.875,0.0,java / 2%,0.0,0.0,809926.0,1119130.0,java / 94789632%,
1.877,3.004,94.368,0.0,0.751,0.0,java / 2%,0.0,0.0,838874.0,1148568.0,java / 94302208%,
2.120,3.367,93.641,0.0,0.873,0.0,java / 2%,0.0,0.0,942022.0,1291144.0,java / 94302208%,
9.912,10.163,79.548,0.125,0.251,0.0,java / 16%,0.0,16384.0,5233.0,5970.0,java / 95817728%,
7.615,6.991,85.144,0.0,0.250,0.0,rsyslogd / 0%,0.0,0.0,3848.0,5488.0,waagent / 15765504%,
0.250,0.250,99.375,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,318.0,waagent / 15765504%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,98.500,0.625,0.125,0.0,kworker/3:0 / 0%,0.0,86016.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/6:1 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.374,0.0,0.0,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.251,0.0,0.125,0.0,rcuos/6 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.250,99.375,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,98.874,0.375,0.125,0.0,kworker/3:0 / 0%,0.0,12288.0,132.0,412.0,waagent / 15765504%,
0.250,0.499,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.249,0.0,0.0,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,waagent / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.750,0.750,98.375,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,4708.0,4303.0,waagent / 15765504%,
5.875,4.250,89.750,0.0,0.125,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,0.0,4932.0,5647.0,waagent / 15765504%,
6.625,4.125,88.750,0.375,0.125,0.0,sshd: [net] / 0%,0.0,16384.0,5513.0,5057.0,waagent / 15765504%,
6.375,4.0,89.500,0.0,0.125,0.0,rcuos/3 / 0%,0.0,0.0,4363.0,3654.0,waagent / 15765504%,
6.0,3.875,90.0,0.0,0.125,0.0,python3 / 1%,0.0,32768.0,4700.0,4295.0,waagent / 15765504%,
5.618,3.745,90.512,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6412.0,5909.0,waagent / 15765504%,
5.750,3.625,90.500,0.0,0.125,0.0,landscape-sysinfo / 5%,0.0,0.0,6552.0,6097.0,landscape-sysinfo / 17408000%,
5.514,3.759,90.226,0.376,0.125,0.0,landscape-sysinfo / 4%,0.0,36864.0,6486.0,6411.0,landscape-sysinfo / 17321984%,
5.868,3.620,90.387,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,6478.0,6003.0,landscape-sysinfo / 16318464%,
5.500,4.0,90.500,0.0,0.0,0.0,landscape-sysinfo / 2%,0.0,8192.0,6937.0,7114.0,waagent / 15765504%,
5.257,4.005,90.613,0.0,0.125,0.0,landscape-sysinfo / 1%,0.0,0.0,6470.0,6003.0,waagent / 15765504%,
5.493,3.496,90.886,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,0.0,6470.0,5995.0,waagent / 15765504%,
6.125,3.875,89.500,0.375,0.125,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,28672.0,4932.0,5305.0,waagent / 15765504%,
6.500,4.125,89.250,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,5513.0,5065.0,waagent / 15765504%,
5.750,4.0,90.125,0.0,0.125,0.0,dbus-daemon / 0%,0.0,0.0,4273.0,3478.0,waagent / 15765504%,
0.125,0.375,99.375,0.0,0.125,0.0,sshd: perlinig-ethz@pts/0
 / 0%,0.0,0.0,66.0,318.0,waagent / 15765504%,
0.250,0.250,99.376,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.251,0.376,99.373,0.0,0.0,0.0,rcu_sched / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.125,0.375,99.249,0.125,0.125,0.0,kworker/3:0 / 0%,0.0,28672.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,53248.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.124,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,98.752,0.375,0.125,0.0,kworker/3:0 / 0%,0.0,36864.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,waagent / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.375,99.374,0.0,0.0,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.250,0.499,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,waagent / 15765504%,
0.375,0.375,99.125,0.0,0.125,0.0,waagent / 0%,0.0,0.0,198.0,514.0,waagent / 15765504%,
0.250,0.375,98.999,0.250,0.125,0.0,kworker/3:0 / 0%,0.0,12288.0,132.0,828.0,waagent / 15765504%,
3.0,1.625,95.250,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,4708.0,4369.0,waagent / 15765504%,
4.120,2.871,92.884,0.0,0.125,0.0,rcuos/5 / 0%,0.0,0.0,3312.0,20568.0,waagent / 15765504%,
0.125,0.375,99.374,0.0,0.125,0.0,rcuos/3 / 0%,0.0,0.0,1594.0,2670.0,waagent / 15765504%,
0.125,0.250,99.500,0.0,0.125,0.0,hv_kvp_daemon / 0%,0.0,0.0,140.0,727.0,waagent / 15765504%,
5.604,3.736,90.535,0.0,0.125,0.0,python3 / 0%,0.0,0.0,5093.0,5079.0,waagent / 15765504%,
0.877,0.752,97.995,0.251,0.125,0.0,rcuos/0 / 0%,0.0,53248.0,2030.0,2230.0,waagent / 15765504%,
3.367,1.870,94.638,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,4708.0,4509.0,landscape-sysinfo / 16916480%,
5.919,3.778,90.302,0.0,0.0,0.0,java / 4%,0.0,0.0,1216.0,1812.0,java / 30089216%,
0.249,0.374,99.252,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,16384.0,132.0,412.0,java / 30089216%,
0.373,0.373,99.129,0.0,0.124,0.0,kworker/3:0 / 0%,0.0,0.0,132.0,412.0,java / 30089216%,
0.251,0.377,98.869,0.377,0.126,0.0,kworker/3:0 / 0%,0.0,114688.0,132.0,412.0,java / 30089216%,
9.453,4.602,84.950,0.0,0.995,0.0,java / 13%,0.0,0.0,601514.0,992761.0,java / 50167808%,
16.771,8.886,71.965,0.0,2.378,0.0,java / 24%,0.0,0.0,1849474.0,2765721.0,java / 91041792%,
14.698,8.794,73.869,0.0,2.638,0.0,java / 21%,0.0,0.0,2137472.0,3120166.0,java / 95457280%,
13.168,7.950,76.522,0.124,2.236,0.0,java / 20%,0.0,0.0,2201128.0,3120846.0,java / 96034816%,
12.814,9.296,75.879,0.0,2.010,0.0,java / 19%,0.0,0.0,2649369.0,3752434.0,java / 96382976%,
8.521,8.396,80.326,0.501,2.256,0.0,java / 15%,0.0,32768.0,2612990.0,3707373.0,java / 95956992%,
14.875,10.375,72.500,0.0,2.250,0.0,java / 23%,0.0,0.0,2585073.0,3613961.0,java / 97398784%,
5.743,7.740,84.270,0.125,2.122,0.0,java / 12%,0.0,0.0,2538540.0,3480386.0,java / 99651584%,
6.875,8.625,82.125,0.0,2.375,0.0,java / 13%,0.0,0.0,2668550.0,3683014.0,java / 98959360%,
6.133,9.387,82.228,0.0,2.253,0.0,java / 12%,0.0,0.0,3144260.0,4399090.0,java / 100081664%,
5.875,9.0,82.625,0.250,2.250,0.0,java / 13%,0.0,16384.0,3219670.0,4480014.0,java / 102178816%,
6.383,9.887,81.227,0.0,2.503,0.0,java / 13%,0.0,0.0,3373042.0,4697530.0,java / 100962304%,
6.008,9.262,82.353,0.125,2.253,0.0,java / 12%,0.0,0.0,3152894.0,4380256.0,java / 99971072%,
5.743,8.739,83.271,0.0,2.247,0.0,java / 12%,0.0,0.0,3080292.0,4311156.0,java / 98918400%,
5.764,8.020,84.085,0.0,2.130,0.0,java / 11%,0.0,0.0,2712060.0,3763514.0,java / 97873920%,
5.875,8.250,82.875,0.625,2.375,0.0,java / 12%,0.0,16384.0,2776246.0,3847614.0,java / 97894400%,
6.258,9.512,81.852,0.0,2.378,0.0,java / 13%,0.0,0.0,3182702.0,4429562.0,java / 96841728%,
6.750,9.500,81.375,0.0,2.375,0.0,java / 13%,0.0,0.0,3305770.0,4592332.0,java / 95875072%,
6.258,9.011,82.478,0.0,2.253,0.0,java / 12%,0.0,0.0,2985780.0,4125217.0,java / 95350784%,
5.500,8.375,84.125,0.0,2.0,0.0,java / 11%,0.0,0.0,2906731.0,4045018.0,java / 94826496%,
5.750,8.625,83.500,0.0,2.125,0.0,java / 11%,0.0,0.0,2821418.0,3913964.0,java / 94306304%,
5.507,8.511,83.229,0.375,2.378,0.0,java / 12%,0.0,16384.0,2981926.0,4117104.0,java / 93224960%,
5.882,8.636,83.354,0.0,2.128,0.0,java / 12%,0.0,8192.0,2775226.0,3845928.0,java / 92696576%,
6.367,9.114,82.147,0.0,2.372,0.0,java / 13%,0.0,0.0,3018592.0,4193280.0,java / 92172288%,
6.625,9.500,81.500,0.0,2.375,0.0,java / 13%,0.0,0.0,3214664.0,4466032.0,java / 92172288%,
6.008,8.761,82.979,0.0,2.253,0.0,java / 12%,0.0,0.0,2927666.0,4076744.0,java / 92176384%,
6.140,9.524,81.955,0.0,2.381,0.0,java / 13%,0.0,0.0,3331760.0,4636274.0,java / 92176384%,
6.242,9.863,81.149,0.375,2.372,0.0,java / 13%,0.0,65536.0,3328194.0,4636510.0,java / 92176384%,
5.625,9.0,83.125,0.0,2.250,0.0,java / 12%,0.0,0.0,3078550.0,4277434.0,java / 92254208%,
5.006,7.885,85.106,0.0,2.003,0.0,java / 11%,0.0,0.0,2796792.0,3850230.0,java / 92254208%,
5.250,8.0,84.625,0.0,2.125,0.0,java / 11%,0.0,0.0,2558206.0,3518500.0,java / 92254208%,
6.391,8.647,82.832,0.0,2.130,0.0,java / 13%,0.0,0.0,3038336.0,4209226.0,java / 92254208%,
6.367,8.989,81.273,0.999,2.372,0.0,java / 12%,0.0,86016.0,3130690.0,4351926.0,java / 92254208%,
5.875,8.875,83.0,0.0,2.250,0.0,java / 12%,0.0,0.0,2966780.0,4085310.0,java / 98566144%,
6.758,8.135,82.728,0.0,2.378,0.0,java / 13%,0.0,0.0,2657668.0,3663038.0,java / 103288832%,
6.008,9.011,82.854,0.0,2.128,0.0,java / 12%,0.0,0.0,3076930.0,4269694.0,java / 108347392%,
5.625,8.250,84.0,0.0,2.125,0.0,java / 12%,0.0,0.0,2800549.0,3857923.0,java / 114929664%,
5.500,8.250,83.875,0.250,2.125,0.0,java / 12%,0.0,24576.0,2785543.0,3800141.0,java / 115458048%,
5.507,9.011,83.229,0.0,2.253,0.0,java / 12%,0.0,0.0,3125816.0,4297378.0,java / 132456448%,
6.500,9.0,82.125,0.0,2.375,0.0,java / 13%,0.0,0.0,3033464.0,4182492.0,java / 132661248%,
5.375,8.875,83.500,0.0,2.250,0.0,java / 12%,0.0,0.0,3202860.0,4434808.0,java / 132661248%,
6.015,9.524,82.206,0.0,2.256,0.0,java / 13%,0.0,0.0,3335658.0,4633424.0,java / 150724608%,
5.250,8.125,84.500,0.0,2.125,0.0,java / 11%,0.0,0.0,2867440.0,3981462.0,java / 151105536%,
5.479,8.593,83.313,0.374,2.242,0.0,java / 11%,0.0,16384.0,3044098.0,4193808.0,java / 151105536%,
5.276,7.789,85.050,0.0,1.884,0.0,java / 11%,0.0,0.0,2676926.0,3692652.0,java / 173776896%,
4.625,8.125,85.0,0.0,2.250,0.0,java / 11%,0.0,0.0,2698078.0,3734066.0,java / 173776896%,
6.133,8.385,83.354,0.0,2.128,0.0,java / 12%,0.0,0.0,2774923.0,3842703.0,java / 176128000%,
5.632,9.262,82.854,0.0,2.253,0.0,java / 12%,0.0,0.0,3253950.0,4513388.0,java / 176128000%,
3.990,6.234,88.155,0.0,1.621,0.0,java / 9%,0.0,0.0,2188420.0,2979352.0,java / 194486272%,
5.507,8.385,83.354,0.626,2.128,0.0,java / 12%,0.0,16384.0,2819914.0,3875582.0,java / 202874880%,
5.013,8.020,84.837,0.0,2.130,0.0,java / 11%,0.0,0.0,2846841.0,3925103.0,java / 202874880%,
5.743,8.489,83.521,0.0,2.247,0.0,java / 12%,0.0,0.0,2922017.0,4021899.0,java / 202874880%,
5.263,8.271,84.211,0.0,2.256,0.0,java / 12%,0.0,0.0,2888619.0,3970909.0,java / 204058624%,
5.119,7.615,85.393,0.0,1.873,0.0,java / 11%,0.0,0.0,2556649.0,3480263.0,java / 204058624%,
4.756,7.885,85.482,0.0,1.877,0.0,java / 11%,0.0,0.0,2725960.0,3752402.0,java / 204058624%,
6.242,9.114,81.898,0.375,2.372,0.0,java / 12%,0.0,20480.0,3242177.0,4504826.0,java / 204058624%,
5.514,8.772,83.459,0.0,2.256,0.0,java / 12%,0.0,0.0,3154227.0,4361380.0,java / 204058624%,
5.382,8.886,83.479,0.0,2.253,0.0,java / 12%,0.0,20480.0,3010300.0,4180482.0,java / 204058624%,
5.500,9.0,83.125,0.0,2.375,0.0,java / 12%,0.0,0.0,3246078.0,4515030.0,java / 204058624%,
4.625,7.500,86.125,0.0,1.750,0.0,java / 10%,0.0,0.0,2489546.0,3438998.0,java / 204111872%,
4.875,7.750,85.125,0.250,2.0,0.0,java / 11%,0.0,20480.0,2683931.0,3684250.0,java / 204111872%,
6.133,8.636,82.979,0.0,2.253,0.0,java / 12%,0.0,0.0,2978306.0,4126067.0,java / 204111872%,
5.500,9.0,83.250,0.0,2.250,0.0,java / 12%,0.0,0.0,3040997.0,4219659.0,java / 204111872%,
5.131,8.511,84.105,0.0,2.253,0.0,java / 11%,0.0,0.0,2845164.0,3953502.0,java / 204111872%,
6.125,9.125,82.500,0.0,2.250,0.0,java / 12%,0.0,0.0,3117960.0,4324232.0,java / 204111872%,
5.0,8.125,84.750,0.0,2.125,0.0,java / 11%,0.0,0.0,2818100.0,3889516.0,java / 204111872%,
5.250,8.375,83.875,0.375,2.125,0.0,java / 11%,0.0,16384.0,2930347.0,4018500.0,java / 204111872%,
5.138,8.145,84.461,0.125,2.130,0.0,java / 11%,0.0,36864.0,2805937.0,3847112.0,java / 204111872%,
5.250,8.500,84.250,0.0,2.0,0.0,java / 11%,0.0,0.0,2958237.0,4089889.0,java / 204111872%,
5.625,8.875,83.125,0.0,2.375,0.0,java / 12%,0.0,0.0,3019914.0,4178677.0,java / 204111872%,
5.375,8.750,83.625,0.0,2.250,0.0,java / 11%,0.0,0.0,3072729.0,4262780.0,java / 204111872%,
6.008,8.886,82.478,0.0,2.628,0.0,java / 12%,0.0,0.0,3140319.0,4363409.0,java / 204111872%,
5.625,8.625,83.125,0.375,2.250,0.0,java / 11%,0.0,24576.0,2965509.0,4135316.0,java / 204111872%,
5.382,8.886,83.479,0.0,2.253,0.0,java / 12%,0.0,0.0,3206033.0,4445140.0,java / 204111872%,
5.500,7.875,84.625,0.0,2.0,0.0,java / 10%,0.0,0.0,2750742.0,3819690.0,java / 204111872%,
5.131,8.135,84.481,0.0,2.253,0.0,java / 11%,0.0,0.0,2682852.0,3696528.0,java / 206209024%,
6.0,8.500,83.375,0.0,2.125,0.0,java / 12%,0.0,0.0,2882899.0,3992405.0,java / 206209024%,
5.757,9.512,82.353,0.0,2.378,0.0,java / 12%,0.0,0.0,3323556.0,4611866.0,java / 206209024%,
5.500,8.750,83.0,0.500,2.250,0.0,java / 12%,0.0,20480.0,3056751.0,4215335.0,java / 206209024%,
5.507,8.886,83.354,0.0,2.253,0.0,java / 12%,0.0,0.0,3140168.0,4359960.0,java / 206209024%,
4.631,5.006,89.237,0.0,1.126,0.0,java / 9%,0.0,0.0,1202415.0,1649153.0,java / 206426112%,
16.418,10.075,73.134,0.0,0.373,0.0,java / 16%,0.0,0.0,2593.0,2078.0,java / 206995456%,
2.261,2.513,94.598,0.0,0.628,0.0,ksoftirqd/1 / 0%,0.0,0.0,3914.0,5126.0,waagent / 15765504%,
0.250,0.375,99.375,0.0,0.0,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.250,0.250,98.875,0.500,0.125,0.0,rcu_sched / 0%,0.0,90112.0,66.0,412.0,waagent / 15765504%,
0.250,0.375,99.251,0.0,0.125,0.0,kworker/7:1 / 0%,0.0,0.0,66.0,420.0,waagent / 15765504%,
0.125,0.375,99.374,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.250,0.500,99.125,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.375,0.500,98.500,0.500,0.125,0.0,kworker/3:0 / 0%,0.0,12288.0,66.0,412.0,waagent / 15765504%,
0.251,0.251,99.499,0.0,0.0,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.250,0.500,99.125,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,645.0,1585.0,waagent / 15765504%,
0.499,0.250,99.126,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.375,0.375,99.124,0.0,0.125,0.0,kworker/3:0 / 0%,0.0,0.0,66.0,412.0,waagent / 15765504%,
0.375,0.375,98.750,0.375,0.125,0.0,kworker/3:0 / 0%,0.0,12288.0,66.0,412.0,waagent / 15765504%,
6.117,3.745,90.012,0.0,0.125,0.0,python3 / 1%,0.0,0.0,4642.0,4369.0,waagent / 15765504%,
5.618,3.745,90.512,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6472.0,6231.0,waagent / 15765504%,
5.757,3.504,90.613,0.0,0.125,0.0,landscape-sysinfo / 5%,0.0,0.0,6478.0,5995.0,landscape-sysinfo / 17408000%,
5.493,3.246,91.136,0.0,0.125,0.0,landscape-sysinfo / 4%,0.0,0.0,6552.0,5995.0,landscape-sysinfo / 17321984%,
5.500,3.875,90.500,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,6538.0,6049.0,landscape-sysinfo / 16089088%,
5.257,4.005,90.113,0.501,0.125,0.0,landscape-sysinfo / 2%,0.0,69632.0,6420.0,6003.0,waagent / 15765504%,
5.382,3.880,90.738,0.0,0.0,0.0,landscape-sysinfo / 1%,0.0,0.0,6552.0,6419.0,waagent / 15765504%,
5.507,3.880,90.488,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,0.0,6478.0,5995.0,waagent / 15765504%,
6.492,3.745,89.638,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,4560.0,5009.0,waagent / 15765504%,
6.758,4.255,88.861,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,5861.0,5447.0,waagent / 15765504%,
5.860,4.115,89.277,0.623,0.125,0.0,systemd-logind / 0%,0.0,36864.0,4594.0,5239.0,waagent / 15765504%,
6.500,4.0,89.375,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,5061.0,3162.0,waagent / 15765504%,
5.507,3.755,90.613,0.0,0.125,0.0,python3 / 0%,0.0,0.0,5886.0,5449.0,waagent / 15765504%,
5.750,3.750,90.375,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6478.0,5995.0,waagent / 15765504%,
1.502,1.377,96.996,0.0,0.125,0.0,watchdog/6 / 0%,0.0,0.0,1828.0,1944.0,waagent / 15765504%,
0.248,0.373,99.255,0.0,0.124,0.0,kworker/3:0 / 0%,0.0,53248.0,132.0,412.0,waagent / 15765504%,
