"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms4",,,,"User:","perlinig-ethz"
"Cmdline:","dstat -c --top-cpu -dn --top-mem --output 3-1dstat_get.csv",,,,"Date:","22 Nov 2017 15:33:44 UTC"

"total cpu usage",,,,,,"most expensive","dsk/total",,"net/total",,"most expensive"
"usr","sys","idl","wai","hiq","siq","cpu process","read","writ","recv","send","memory process"
3.250,5.625,89.625,0.0,1.500,0.0,java / 7%,0.0,0.0,1761064.0,2461584.0,java / 165019648%,
3.504,5.882,89.111,0.0,1.502,0.0,java / 7%,0.0,0.0,1755490.0,2453770.0,java / 167116800%,
3.254,5.507,89.862,0.0,1.377,0.0,java / 7%,0.0,0.0,1702604.0,2381116.0,java / 167116800%,
3.625,5.500,89.125,0.375,1.375,0.0,java / 7%,0.0,36864.0,1632524.0,2288106.0,java / 166109184%,
3.254,5.507,89.737,0.0,1.502,0.0,java / 6%,0.0,0.0,1641678.0,2291286.0,java / 166109184%,
2.868,4.863,90.773,0.0,1.496,0.0,java / 6%,0.0,0.0,1463542.0,2010716.0,java / 166109184%,
3.254,5.257,90.113,0.0,1.377,0.0,java / 7%,0.0,0.0,1651687.0,2280225.0,java / 166109184%,
3.379,5.507,89.612,0.0,1.502,0.0,java / 7%,0.0,0.0,1686192.0,2352700.0,java / 166109184%,
3.875,5.875,88.375,0.250,1.625,0.0,java / 7%,0.0,28672.0,1768310.0,2456744.0,java / 165060608%,
3.254,5.382,89.987,0.0,1.377,0.0,java / 6%,0.0,0.0,1567350.0,2171182.0,java / 165060608%,
3.496,5.119,90.012,0.0,1.373,0.0,java / 6%,0.0,0.0,1584632.0,2175098.0,java / 167157760%,
3.250,5.500,89.750,0.0,1.500,0.0,java / 6%,0.0,0.0,1744530.0,2418724.0,java / 167157760%,
3.750,5.250,89.625,0.0,1.375,0.0,java / 7%,0.0,0.0,1597057.0,2223148.0,java / 166105088%,
2.879,5.006,90.738,0.0,1.377,0.0,java / 6%,0.0,0.0,1458979.0,2000608.0,java / 166105088%,
3.625,5.750,88.375,0.750,1.500,0.0,java / 7%,0.0,16384.0,1739286.0,2435054.0,java / 166215680%,
3.625,5.750,89.0,0.0,1.625,0.0,java / 7%,0.0,0.0,1841274.0,2548490.0,java / 165691392%,
3.250,5.250,90.125,0.0,1.375,0.0,java / 6%,0.0,0.0,1625849.0,2269363.0,java / 165691392%,
4.255,5.882,88.486,0.0,1.377,0.0,java / 7%,0.0,0.0,1633899.0,2274109.0,java / 165691392%,
3.125,5.125,90.375,0.0,1.375,0.0,java / 6%,0.0,0.0,1628004.0,2244656.0,java / 165691392%,
3.750,5.625,89.0,0.0,1.625,0.0,java / 7%,0.0,0.0,1752266.0,2448824.0,java / 165167104%,
2.879,4.756,90.488,0.375,1.502,0.0,java / 6%,0.0,16384.0,1457954.0,1993080.0,java / 165167104%,
3.129,4.881,90.613,0.0,1.377,0.0,java / 6%,0.0,0.0,1483654.0,2019738.0,java / 165167104%,
3.375,5.500,89.625,0.0,1.500,0.0,java / 7%,0.0,0.0,1675826.0,2321346.0,java / 165167104%,
4.0,6.0,88.375,0.0,1.625,0.0,java / 8%,0.0,20480.0,1682869.0,2323483.0,java / 164638720%,
3.379,5.507,89.612,0.0,1.502,0.0,java / 7%,0.0,0.0,1705237.0,2361631.0,java / 164638720%,
3.0,5.625,89.875,0.0,1.500,0.0,java / 6%,0.0,0.0,1616374.0,2226674.0,java / 164638720%,
4.0,5.0,89.375,0.375,1.250,0.0,java / 7%,0.0,20480.0,1568034.0,2164610.0,java / 164114432%,
3.371,5.618,89.513,0.0,1.498,0.0,java / 7%,0.0,0.0,1644718.0,2289918.0,java / 166211584%,
2.879,4.631,91.239,0.0,1.252,0.0,java / 6%,0.0,0.0,1414316.0,1936212.0,java / 166211584%,
3.625,5.500,89.375,0.0,1.500,0.0,java / 7%,0.0,0.0,1687690.0,2357280.0,java / 165687296%,
3.630,5.882,88.986,0.0,1.502,0.0,java / 7%,0.0,0.0,1763088.0,2466456.0,java / 165687296%,
3.620,5.618,88.764,0.375,1.623,0.0,java / 7%,0.0,16384.0,1769019.0,2469909.0,java / 165687296%,
3.129,5.006,90.613,0.0,1.252,0.0,java / 6%,0.0,0.0,1532982.0,2136374.0,java / 165163008%,
3.0,5.125,90.250,0.0,1.625,0.0,java / 6%,0.0,28672.0,1563634.0,2173640.0,java / 165163008%,
3.755,5.507,89.362,0.0,1.377,0.0,java / 7%,0.0,0.0,1633986.0,2272722.0,java / 165163008%,
3.0,4.875,90.750,0.0,1.375,0.0,java / 6%,0.0,0.0,1478766.0,2059138.0,java / 164634624%,
3.500,5.500,89.500,0.0,1.500,0.0,java / 7%,0.0,0.0,1615316.0,2230448.0,java / 164634624%,
3.379,5.507,89.237,0.375,1.502,0.0,java / 7%,0.0,32768.0,1772370.0,2450122.0,java / 164634624%,
3.379,5.632,89.487,0.0,1.502,0.0,java / 7%,0.0,0.0,1745220.0,2413896.0,java / 164634624%,
3.0,4.875,91.0,0.0,1.125,0.0,java / 6%,0.0,0.0,1494724.0,2067372.0,java / 164634624%,
2.996,5.119,90.512,0.0,1.373,0.0,java / 6%,0.0,0.0,1491847.0,2088717.0,java / 164634624%,
3.258,5.388,89.975,0.0,1.378,0.0,java / 6%,0.0,0.0,1641217.0,2270319.0,java / 164634624%,
9.863,6.117,83.521,0.0,0.499,0.0,java / 12%,0.0,0.0,4840.0,4917.0,java / 165384192%,
8.385,6.633,84.481,0.250,0.250,0.0,rcuos/7 / 0%,0.0,20480.0,4208.0,5654.0,waagent / 15581184%,
0.250,0.250,99.375,0.0,0.125,0.0,ksoftirqd/0 / 0%,0.0,0.0,132.0,420.0,waagent / 15581184%,
0.125,0.250,99.500,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.375,0.375,98.627,0.499,0.125,0.0,kworker/4:2 / 0%,0.0,86016.0,132.0,412.0,waagent / 15581184%,
0.375,0.375,99.125,0.0,0.125,0.0,rcu_sched / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.125,0.250,99.500,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,66.0,318.0,waagent / 15581184%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.499,99.126,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,252.0,466.0,waagent / 15581184%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/6:1 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,98.625,0.750,0.0,0.0,jbd2/sda1-8 / 0%,0.0,12288.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,591.0,1539.0,waagent / 15581184%,
0.375,0.375,99.126,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
1.126,1.126,97.622,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,0.0,4708.0,4369.0,waagent / 15581184%,
6.110,3.741,90.025,0.0,0.125,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,0.0,5056.0,5675.0,waagent / 15581184%,
5.882,4.255,89.737,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,5571.0,5123.0,waagent / 15581184%,
6.008,4.005,89.737,0.125,0.125,0.0,sshd: [net] / 0%,0.0,24576.0,6396.0,5929.0,waagent / 15581184%,
5.743,4.245,89.888,0.0,0.125,0.0,dbus-daemon / 0%,0.0,0.0,4371.0,3560.0,waagent / 15581184%,
5.882,3.755,90.238,0.0,0.125,0.0,python3 / 1%,0.0,0.0,4634.0,4201.0,waagent / 15581184%,
5.618,3.371,90.886,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6412.0,6003.0,waagent / 15581184%,
5.618,3.371,90.886,0.0,0.125,0.0,landscape-sysinfo / 5%,0.0,0.0,6676.0,6567.0,landscape-sysinfo / 17309696%,
5.625,3.500,90.375,0.375,0.125,0.0,landscape-sysinfo / 3%,0.0,24576.0,6544.0,5955.0,landscape-sysinfo / 16752640%,
5.270,3.639,90.966,0.0,0.125,0.0,landscape-sysinfo / 2%,0.0,0.0,6470.0,6003.0,waagent / 15581184%,
5.368,3.745,90.762,0.0,0.125,0.0,landscape-sysinfo / 1%,0.0,45056.0,6528.0,5995.0,waagent / 15581184%,
5.500,3.625,90.750,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,4269.0,4864.0,waagent / 15581184%,
7.375,4.250,88.250,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,3135.0,2741.0,waagent / 15581184%,
5.500,3.875,89.875,0.625,0.125,0.0,python3 / 1%,0.0,32768.0,5594.0,4843.0,waagent / 15581184%,
5.382,3.504,90.989,0.0,0.125,0.0,landscape-sysinfo / 6%,0.0,0.0,6478.0,6003.0,landscape-sysinfo / 17408000%,
2.622,2.622,94.632,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,12288.0,6604.0,6249.0,waagent / 15581184%,
5.375,3.500,91.0,0.0,0.125,0.0,rcuos/2 / 0%,0.0,0.0,2656.0,18328.0,waagent / 15581184%,
3.125,1.625,95.125,0.0,0.125,0.0,landscape-sysinfo / 3%,0.0,0.0,7016.0,9559.0,landscape-sysinfo / 16703488%,
4.380,3.755,91.489,0.250,0.125,0.0,landscape-sysinfo / 1%,0.0,49152.0,6438.0,5995.0,waagent / 15581184%,
7.491,4.744,87.640,0.0,0.125,0.0,java / 4%,0.0,0.0,1414.0,2578.0,java / 27877376%,
0.125,0.375,99.499,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,java / 27877376%,
0.250,0.375,99.249,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,java / 27877376%,
4.613,1.870,93.142,0.0,0.374,0.0,java / 5%,0.0,0.0,174014.0,253482.0,java / 39440384%,
17.875,8.250,72.250,0.375,1.250,0.0,java / 23%,0.0,73728.0,1343217.0,1905458.0,java / 79421440%,
21.026,11.139,65.332,0.0,2.503,0.0,java / 30%,0.0,0.0,2571695.0,3572732.0,java / 94048256%,
22.625,12.875,61.375,0.125,3.0,0.0,java / 34%,0.0,0.0,3084359.0,4312149.0,java / 96968704%,
12.609,11.610,72.784,0.125,2.871,0.0,java / 23%,0.0,0.0,3156954.0,4396264.0,java / 99864576%,
16.040,18.546,62.281,0.0,3.133,0.0,java / 35%,0.0,0.0,3371568.0,4757142.0,java / 97951744%,
13.375,15.500,67.625,0.0,3.500,0.0,java / 27%,0.0,0.0,3985558.0,5502254.0,java / 99262464%,
9.011,12.140,75.219,0.250,3.379,0.0,java / 20%,0.0,32768.0,3760471.0,5220905.0,java / 103325696%,
7.241,10.737,79.026,0.0,2.996,0.0,java / 17%,0.0,0.0,3420701.0,4640903.0,java / 103325696%,
8.500,13.250,74.750,0.0,3.500,0.0,java / 21%,0.0,0.0,4028558.0,5601534.0,java / 140513280%,
8.647,13.784,73.935,0.0,3.634,0.0,java / 22%,0.0,0.0,4378909.0,6097178.0,java / 142884864%,
7.125,11.875,77.625,0.0,3.375,0.0,java / 17%,0.0,0.0,3782675.0,5196306.0,java / 198946816%,
7.990,12.609,75.655,0.0,3.745,0.0,java / 20%,0.0,0.0,4302248.0,5965504.0,java / 202874880%,
8.385,13.141,74.468,0.250,3.755,0.0,java / 20%,0.0,16384.0,4282331.0,5939908.0,java / 202125312%,
7.509,12.641,75.970,0.125,3.755,0.0,java / 19%,0.0,0.0,4126989.0,5678166.0,java / 202125312%,
7.009,11.139,78.723,0.0,3.129,0.0,java / 16%,0.0,0.0,4003574.0,5492778.0,java / 202125312%,
7.125,11.500,78.250,0.0,3.125,0.0,java / 17%,0.0,0.0,3944995.0,5389000.0,java / 201072640%,
8.135,12.516,75.970,0.0,3.379,0.0,java / 19%,0.0,0.0,4358807.0,6001088.0,java / 201072640%,
8.135,13.517,74.468,0.0,3.880,0.0,java / 21%,0.0,0.0,4472910.0,6197680.0,java / 201072640%,
7.125,12.250,77.125,0.375,3.125,0.0,java / 18%,0.0,16384.0,3947428.0,5447646.0,java / 200024064%,
7.885,12.140,76.471,0.0,3.504,0.0,java / 18%,0.0,0.0,4089078.0,5628736.0,java / 200024064%,
7.384,12.265,77.222,0.0,3.129,0.0,java / 20%,0.0,0.0,4024285.0,5568442.0,java / 199045120%,
8.0,12.375,76.375,0.0,3.250,0.0,java / 19%,0.0,0.0,4138928.0,5715746.0,java / 199045120%,
7.143,11.529,78.321,0.0,3.008,0.0,java / 19%,0.0,53248.0,3712599.0,5115390.0,java / 199045120%,
7.990,13.483,74.782,0.0,3.745,0.0,java / 20%,0.0,0.0,4334648.0,5956908.0,java / 197996544%,
7.509,12.641,76.471,0.250,3.129,0.0,java / 18%,0.0,24576.0,4267612.0,5900774.0,java / 197996544%,
8.135,12.516,76.095,0.0,3.254,0.0,java / 19%,0.0,0.0,4414846.0,6081714.0,java / 197468160%,
7.895,12.907,75.564,0.0,3.634,0.0,java / 19%,0.0,0.0,4517760.0,6180766.0,java / 197468160%,
7.250,12.750,76.750,0.0,3.250,0.0,java / 18%,0.0,40960.0,4259105.0,5866825.0,java / 196943872%,
8.0,13.0,75.500,0.0,3.500,0.0,java / 20%,0.0,0.0,4503738.0,6193932.0,java / 196943872%,
7.259,11.765,77.847,0.0,3.129,0.0,java / 18%,0.0,0.0,4003754.0,5539494.0,java / 196448256%,
7.134,11.014,78.348,0.250,3.254,0.0,java / 17%,0.0,40960.0,3815239.0,5232974.0,java / 196448256%,
8.125,13.0,75.500,0.0,3.375,0.0,java / 20%,0.0,0.0,4224976.0,5857850.0,java / 195923968%,
7.760,12.265,76.596,0.0,3.379,0.0,java / 18%,0.0,8192.0,4207982.0,5798496.0,java / 195395584%,
7.509,11.389,77.722,0.0,3.379,0.0,java / 18%,0.0,0.0,4005829.0,5463662.0,java / 195395584%,
7.250,11.625,77.750,0.0,3.375,0.0,java / 18%,0.0,0.0,4002170.0,5477502.0,java / 194871296%,
7.509,12.015,76.596,0.626,3.254,0.0,java / 18%,0.0,24576.0,4167520.0,5689744.0,java / 195051520%,
7.250,11.125,78.750,0.0,2.875,0.0,java / 16%,0.0,0.0,3809501.0,5258306.0,java / 194527232%,
7.384,11.765,77.722,0.0,3.129,0.0,java / 19%,0.0,0.0,3952407.0,5424676.0,java / 194527232%,
8.500,13.375,74.250,0.0,3.875,0.0,java / 21%,0.0,0.0,4635922.0,6386327.0,java / 194527232%,
7.915,11.935,76.884,0.0,3.266,0.0,java / 18%,0.0,0.0,4044326.0,5566159.0,java / 194527232%,
7.338,11.940,76.493,0.498,3.731,0.0,java / 18%,0.0,16384.0,4080656.0,5611900.0,java / 194527232%,
7.915,12.060,76.633,0.0,3.392,0.0,java / 18%,0.0,0.0,4257336.0,5851318.0,java / 194527232%,
7.509,12.015,77.096,0.0,3.379,0.0,java / 18%,0.0,0.0,4100545.0,5645998.0,java / 194527232%,
6.383,10.013,81.227,0.0,2.378,0.0,java / 15%,0.0,0.0,3426890.0,4682474.0,java / 194527232%,
7.250,11.250,78.500,0.0,3.0,0.0,java / 18%,0.0,0.0,3767503.0,5181762.0,java / 194527232%,
7.500,12.500,76.500,0.0,3.500,0.0,java / 19%,0.0,0.0,3955600.0,5470954.0,java / 194527232%,
7.635,12.891,75.469,0.250,3.755,0.0,java / 19%,0.0,20480.0,4244855.0,5868378.0,java / 194527232%,
8.010,12.390,75.970,0.0,3.630,0.0,java / 19%,0.0,0.0,4244852.0,5861104.0,java / 194527232%,
8.010,11.765,76.971,0.0,3.254,0.0,java / 19%,0.0,0.0,3824449.0,5210893.0,java / 194527232%,
7.384,11.264,78.348,0.0,3.004,0.0,java / 17%,0.0,0.0,3806170.0,5213591.0,java / 194527232%,
7.635,10.638,78.974,0.0,2.753,0.0,java / 17%,0.0,0.0,3652060.0,5007872.0,java / 194527232%,
7.259,11.264,78.473,0.0,3.004,0.0,java / 17%,0.0,0.0,3786927.0,5172539.0,java / 194527232%,
6.866,10.612,79.276,0.250,2.996,0.0,java / 17%,0.0,16384.0,3604666.0,4884370.0,java / 194527232%,
7.009,11.514,78.473,0.0,3.004,0.0,java / 17%,0.0,0.0,4008811.0,5510894.0,java / 194527232%,
6.884,10.889,79.224,0.0,3.004,0.0,java / 17%,0.0,0.0,3871659.0,5302508.0,java / 194527232%,
7.509,12.516,76.220,0.0,3.755,0.0,java / 18%,0.0,0.0,4254999.0,5859817.0,java / 194527232%,
6.875,11.125,78.625,0.0,3.375,0.0,java / 17%,0.0,0.0,3959105.0,5437519.0,java / 194527232%,
7.250,11.375,77.750,0.375,3.250,0.0,java / 17%,0.0,53248.0,3898900.0,5368643.0,java / 194527232%,
7.528,12.673,76.035,0.125,3.639,0.0,java / 19%,0.0,20480.0,4170158.0,5779641.0,java / 194527232%,
6.600,10.461,79.826,0.0,3.113,0.0,java / 16%,0.0,0.0,3582306.0,4892924.0,java / 194527232%,
7.0,11.500,78.375,0.0,3.125,0.0,java / 17%,0.0,0.0,3994734.0,5456139.0,java / 194527232%,
7.769,12.657,76.316,0.0,3.258,0.0,java / 18%,0.0,0.0,4287524.0,5899704.0,java / 194527232%,
7.134,11.640,78.098,0.0,3.129,0.0,java / 17%,0.0,0.0,4124546.0,5664898.0,java / 194527232%,
7.0,10.875,79.0,0.0,3.125,0.0,java / 17%,0.0,0.0,3937348.0,5405435.0,java / 194527232%,
7.241,12.235,76.904,0.375,3.246,0.0,java / 18%,0.0,16384.0,4064666.0,5538385.0,java / 194527232%,
7.268,11.905,77.318,0.0,3.509,0.0,java / 18%,0.0,0.0,4134615.0,5683664.0,java / 194527232%,
7.865,11.985,76.779,0.0,3.371,0.0,java / 19%,0.0,0.0,4067683.0,5562717.0,java / 194527232%,
6.758,10.763,79.474,0.0,3.004,0.0,java / 17%,0.0,16384.0,3613292.0,4942308.0,java / 194527232%,
7.769,12.281,76.817,0.0,3.133,0.0,java / 18%,0.0,0.0,4088534.0,5627346.0,java / 194527232%,
7.250,12.0,77.250,0.0,3.500,0.0,java / 18%,0.0,0.0,4100606.0,5679836.0,java / 194527232%,
8.135,12.516,75.594,0.250,3.504,0.0,java / 19%,0.0,24576.0,4423554.0,6056122.0,java / 194527232%,
7.895,12.531,75.940,0.0,3.634,0.0,java / 19%,0.0,0.0,4314734.0,5935230.0,java / 194527232%,
7.865,12.984,75.406,0.0,3.745,0.0,java / 19%,0.0,0.0,4502676.0,6194994.0,java / 196624384%,
7.885,12.766,75.845,0.0,3.504,0.0,java / 18%,0.0,0.0,4495146.0,6203928.0,java / 196624384%,
7.125,11.625,78.0,0.0,3.250,0.0,java / 17%,0.0,0.0,3794908.0,5174460.0,java / 196624384%,
7.250,11.0,78.875,0.0,2.875,0.0,java / 17%,0.0,0.0,3833205.0,5257021.0,java / 196624384%,
7.519,11.905,76.942,0.251,3.383,0.0,java / 18%,0.0,20480.0,4161994.0,5780164.0,java / 196624384%,
7.885,12.641,75.845,0.0,3.630,0.0,java / 20%,0.0,0.0,4356770.0,6012806.0,java / 196624384%,
7.615,12.235,76.654,0.0,3.496,0.0,java / 18%,0.0,0.0,4070560.0,5590060.0,java / 196624384%,
6.148,10.289,80.803,0.0,2.760,0.0,java / 14%,0.0,0.0,3209252.0,4403344.0,java / 196624384%,
11.361,7.241,81.024,0.0,0.375,0.0,java / 13%,0.0,0.0,5236.0,4897.0,java / 197443584%,
6.133,4.631,88.986,0.0,0.250,0.0,rcuos/4 / 0%,0.0,0.0,4142.0,6116.0,waagent / 15581184%,
0.125,0.375,99.0,0.375,0.125,0.0,rcu_sched / 0%,0.0,90112.0,132.0,412.0,waagent / 15581184%,
0.249,0.374,99.252,0.0,0.125,0.0,rcuos/7 / 0%,0.0,0.0,132.0,420.0,waagent / 15581184%,
0.125,0.375,99.375,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.251,0.251,99.499,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.499,99.126,0.0,0.125,0.0,kworker/7:1 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.250,98.999,0.375,0.125,0.0,kworker/4:2 / 0%,0.0,12288.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.251,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.250,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,132.0,412.0,waagent / 15581184%,
0.250,0.375,99.374,0.0,0.0,0.0,kworker/4:2 / 0%,0.0,45056.0,132.0,412.0,waagent / 15581184%,
0.375,0.375,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,234.0,478.0,waagent / 15581184%,
0.375,0.250,98.876,0.375,0.125,0.0,kworker/4:2 / 0%,0.0,28672.0,66.0,412.0,waagent / 15581184%,
0.250,0.500,99.125,0.0,0.125,0.0,kworker/4:2 / 0%,0.0,0.0,66.0,412.0,waagent / 15581184%,
2.500,1.500,95.875,0.0,0.125,0.0,landscape-sysinfo / 2%,0.0,0.0,4642.0,4369.0,waagent / 15581184%,
4.881,3.880,91.114,0.0,0.125,0.0,landscape-sysinfo / 0%,0.0,0.0,6536.0,6379.0,waagent / 15581184%,
5.868,3.620,90.387,0.0,0.125,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,0.0,4990.0,5501.0,waagent / 15581184%,
6.133,4.380,89.362,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,5513.0,5539.0,waagent / 15581184%,
6.125,4.125,89.0,0.625,0.125,0.0,rcuos/1 / 0%,0.0,24576.0,6675.0,6608.0,waagent / 15581184%,
6.125,4.0,89.750,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,3591.0,3358.0,waagent / 15581184%,
5.750,3.625,90.500,0.0,0.125,0.0,python3 / 1%,0.0,8192.0,5594.0,4843.0,waagent / 15581184%,
5.250,3.750,90.875,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,6478.0,6003.0,waagent / 15581184%,
5.368,3.620,90.886,0.0,0.125,0.0,landscape-sysinfo / 5%,0.0,0.0,6478.0,5995.0,landscape-sysinfo / 17317888%,
5.743,3.371,90.262,0.375,0.250,0.0,landscape-sysinfo / 2%,0.0,24576.0,6536.0,5995.0,waagent / 15581184%,
4.255,3.379,92.365,0.0,0.0,0.0,sshd: perlinig-ethz [net]
 / 0%,0.0,0.0,5692.0,5691.0,waagent / 15581184%,
6.383,3.880,89.612,0.0,0.125,0.0,sshd: [net] / 0%,0.0,0.0,4705.0,4839.0,waagent / 15581184%,
6.625,4.125,89.125,0.0,0.125,0.0,sshd: perlinig-ethz [priv]
 / 0%,0.0,0.0,3251.0,2492.0,waagent / 15581184%,
5.611,3.865,90.399,0.0,0.125,0.0,landscape-sysinfo / 7%,0.0,0.0,5944.0,5449.0,landscape-sysinfo / 17420288%,
